TASK,TrialIndex,Jitter,ScannerRun,BlockNr,TrialType,StimType,CurrentImage,CurrentX,CurrentY,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil
REC,79,3000,6,3,LOC,LURE,stimuli/fractals/97a.jpg,-0.347528437835986,0.143967215978506,172.0,ERP,stimuli/fractals/97a.jpg,-0.0109406295408424,0.0730279829194784,stimuli/fractals/97a.jpg,stimuli/fractals/97b.jpg,stimuli/fractals/97c.jpg,-0.0109406295408424,0.0730279829194784,-0.165403317129256,-0.374417111165327,-0.347528437835986,0.143967215978506,0.379191524529177,-0.416349632445104
REC,80,2000,6,3,LOC,FOIL,stimuli/fractals/115c.jpg,-0.223040658723069,0.377741823082073,173.0,ERP,stimuli/fractals/115c.jpg,0.12308869435185,-0.215595581474366,stimuli/fractals/115c.jpg,stimuli/fractals/115b.jpg,stimuli/fractals/115a.jpg,0.12308869435185,-0.215595581474366,0.289118901394614,0.0925068169979205,0.242913852187123,0.130943064901947,-0.223040658723069,0.377741823082073
REC,81,1000,6,3,LOC,TARGET,stimuli/fractals/17b.jpg,0.29521241718947,-0.170680362140678,165.0,LLP,stimuli/fractals/17b.jpg,0.29521241718947,-0.170680362140678,stimuli/fractals/17b.jpg,stimuli/fractals/17a.jpg,stimuli/fractals/17c.jpg,0.29521241718947,-0.170680362140678,0.281539829639985,0.416190074156753,0.0248995604480424,-0.036290783829092,-0.190360247852809,0.339566332710395
REC,82,5000,6,3,LOC,FOIL,stimuli/fractals/99a.jpg,0.332540225479892,-0.327558829660959,166.0,LLP,stimuli/fractals/99a.jpg,-0.106332097702911,0.33686785845006,stimuli/fractals/99a.jpg,stimuli/fractals/99c.jpg,stimuli/fractals/99b.jpg,-0.106332097702911,0.33686785845006,-0.227949464188316,-0.00957788057589397,-0.367591490070507,-0.0510765870910175,0.332540225479892,-0.327558829660959
REC,83,2000,6,3,LOC,LURE,stimuli/fractals/18a.jpg,0.0961952002377362,-0.109385633461641,170.0,LLP,stimuli/fractals/18a.jpg,0.13217656014057,0.288620368322369,stimuli/fractals/18a.jpg,stimuli/fractals/18c.jpg,stimuli/fractals/18b.jpg,0.13217656014057,0.288620368322369,0.323836829911546,-0.167868219579894,0.0961952002377362,-0.109385633461641,-0.26020897463574,-0.378240430653786
REC,84,8000,6,3,LOC,TARGET,stimuli/fractals/90b.jpg,-0.332634232528142,-0.0221851190886476,175.0,ERP,stimuli/fractals/90b.jpg,-0.332634232528142,-0.0221851190886476,stimuli/fractals/90b.jpg,stimuli/fractals/90c.jpg,stimuli/fractals/90a.jpg,-0.332634232528142,-0.0221851190886476,-0.233497388982301,0.411137486427265,-0.0188820439125071,-0.0298168808974745,0.216676621378249,0.0502872272141609
REC,85,1000,6,3,LOC,TARGET,stimuli/fractals/6c.jpg,0.3377238788743,-0.252432095574766,171.0,LLP,stimuli/fractals/6c.jpg,0.3377238788743,-0.252432095574766,stimuli/fractals/6c.jpg,stimuli/fractals/6b.jpg,stimuli/fractals/6a.jpg,0.3377238788743,-0.252432095574766,0.295649124632158,0.211365314590799,0.000796434632924026,-0.0791965040660962,-0.355059807070874,-0.0243918529938073
REC,86,2000,6,3,LOC,TARGET,stimuli/fractals/149b.jpg,0.0636124652995519,0.0889005073072203,179.0,ERP,stimuli/fractals/149b.jpg,0.0636124652995519,0.0889005073072203,stimuli/fractals/149b.jpg,stimuli/fractals/149c.jpg,stimuli/fractals/149a.jpg,0.0636124652995519,0.0889005073072203,0.315809514203307,0.0263094395348026,0.272720826004476,0.375813625775449,-0.371775993327862,-0.263932674167726
REC,87,2000,6,3,LOC,TARGET,stimuli/fractals/135b.jpg,-0.302686660063366,-0.140180852672993,178.0,LLP,stimuli/fractals/135b.jpg,-0.302686660063366,-0.140180852672993,stimuli/fractals/135b.jpg,stimuli/fractals/135a.jpg,stimuli/fractals/135c.jpg,-0.302686660063366,-0.140180852672993,-0.259056389291417,0.233204798351362,-0.260464774558469,0.226437009402654,0.369787050219361,0.39333018780819
REC,88,1000,6,3,LOC,TARGET,stimuli/fractals/24c.jpg,0.280600514388728,-0.179360171146656,184.0,LLP,stimuli/fractals/24c.jpg,0.280600514388728,-0.179360171146656,stimuli/fractals/24c.jpg,stimuli/fractals/24a.jpg,stimuli/fractals/24b.jpg,0.280600514388728,-0.179360171146656,0.178639066258913,0.181653749688824,0.0398968829654005,-0.224965583217821,-0.325357546440579,0.106673076565554
REC,89,6000,6,3,LOC,LURE,stimuli/fractals/43b.jpg,-0.179443146721657,-0.0209442181607727,187.0,LLP,stimuli/fractals/43b.jpg,-0.153874495087814,0.374012828671829,stimuli/fractals/43b.jpg,stimuli/fractals/43a.jpg,stimuli/fractals/43c.jpg,-0.153874495087814,0.374012828671829,-0.240191985111628,-0.179315946022599,-0.179443146721657,-0.0209442181607727,0.258540898653681,-0.0278879444242566
REC,90,1000,6,3,LOC,LURE,stimuli/fractals/145a.jpg,0.120818593952096,0.152124361317561,188.0,LLP,stimuli/fractals/145a.jpg,0.321691803118068,0.271211720140694,stimuli/fractals/145a.jpg,stimuli/fractals/145c.jpg,stimuli/fractals/145b.jpg,0.321691803118068,0.271211720140694,0.352613998504012,-0.229081407084546,0.120818593952096,0.152124361317561,-0.389006306476314,-0.0439383388374467
