TASK,TrialIndex,Jitter,ScannerRun,BlockNr,TrialType,StimType,Order,Delay,CurrentImage,CurrentX,CurrentY,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil
ENC,153,3000,5,3,LOC,LLP,1,6,stimuli/fractals/60b.jpg,-0.371131761231087,-0.210997189425917,stimuli/fractals/60b.jpg,stimuli/fractals/60c.jpg,stimuli/fractals/60a.jpg,-0.371131761231087,-0.210997189425917,-0.164078055372599,-0.404821758172693,-0.156175937570576,-0.415574120629593,0.0251980965320303,0.371076550336115
ENC,154,1000,5,3,LOC,ERP,1,1,stimuli/fractals/74b.jpg,0.178816760933561,-0.113965835627283,stimuli/fractals/74b.jpg,stimuli/fractals/74a.jpg,stimuli/fractals/74c.jpg,0.178816760933561,-0.113965835627283,-0.0237326625729139,-0.413070510568605,0.0547688396136814,0.363877032311566,-0.243429230658381,0.332523331048189
ENC,155,1000,5,3,LOC,LLP,1,5,stimuli/fractals/135b.jpg,0.0710643378023241,-0.308499618701393,stimuli/fractals/135b.jpg,stimuli/fractals/135a.jpg,stimuli/fractals/135c.jpg,0.0710643378023241,-0.308499618701393,0.3441435269374,-0.105781294544846,-0.0171411806017458,0.287731825065269,-0.273819267080282,0.277883367674842
ENC,156,500,5,3,LOC,ERP,2,0,stimuli/fractals/74b.jpg,0.178816760933561,-0.113965835627283,stimuli/fractals/74b.jpg,stimuli/fractals/74a.jpg,stimuli/fractals/74c.jpg,0.178816760933561,-0.113965835627283,-0.0237326625729139,-0.413070510568605,0.0547688396136814,0.363877032311566,-0.243429230658381,0.332523331048189
ENC,157,1000,5,3,LOC,ERP,1,5,stimuli/fractals/2b.jpg,-0.336779950625823,-0.283807093067177,stimuli/fractals/2b.jpg,stimuli/fractals/2c.jpg,stimuli/fractals/2a.jpg,-0.336779950625823,-0.283807093067177,-0.347526859697148,0.182097114655049,-0.186591960486615,0.0250965661048569,0.268690106382157,0.372535131691407
ENC,158,2000,5,3,LOC,LLP,1,3,stimuli/fractals/116c.jpg,-0.136824523711616,0.010710908271162,stimuli/fractals/116c.jpg,stimuli/fractals/116b.jpg,stimuli/fractals/116a.jpg,-0.136824523711616,0.010710908271162,-0.327301215188173,0.360133174472974,-0.385777738761012,0.268460774276259,0.354964361468714,0.278377967530394
ENC,159,2000,5,3,LOC,ERP,1,4,stimuli/fractals/159a.jpg,0.246128982506995,-0.322348565408034,stimuli/fractals/159a.jpg,stimuli/fractals/159b.jpg,stimuli/fractals/159c.jpg,0.246128982506995,-0.322348565408034,0.0743483908996435,0.000477853945810651,0.186209228095651,0.140020050571561,-0.360976679383131,0.327854314704591
ENC,160,1000,5,3,LOC,LLP,2,0,stimuli/fractals/60b.jpg,-0.164078055372599,-0.404821758172693,stimuli/fractals/60b.jpg,stimuli/fractals/60c.jpg,stimuli/fractals/60a.jpg,-0.371131761231087,-0.210997189425917,-0.164078055372599,-0.404821758172693,-0.156175937570576,-0.415574120629593,0.0251980965320303,0.371076550336115
ENC,161,500,5,3,LOC,LLP,2,0,stimuli/fractals/135b.jpg,0.3441435269374,-0.105781294544846,stimuli/fractals/135b.jpg,stimuli/fractals/135a.jpg,stimuli/fractals/135c.jpg,0.0710643378023241,-0.308499618701393,0.3441435269374,-0.105781294544846,-0.0171411806017458,0.287731825065269,-0.273819267080282,0.277883367674842
ENC,162,1000,5,3,LOC,LLP,2,0,stimuli/fractals/116c.jpg,-0.327301215188173,0.360133174472974,stimuli/fractals/116c.jpg,stimuli/fractals/116b.jpg,stimuli/fractals/116a.jpg,-0.136824523711616,0.010710908271162,-0.327301215188173,0.360133174472974,-0.385777738761012,0.268460774276259,0.354964361468714,0.278377967530394
ENC,163,1000,5,3,LOC,ERP,2,0,stimuli/fractals/2b.jpg,-0.336779950625823,-0.283807093067177,stimuli/fractals/2b.jpg,stimuli/fractals/2c.jpg,stimuli/fractals/2a.jpg,-0.336779950625823,-0.283807093067177,-0.347526859697148,0.182097114655049,-0.186591960486615,0.0250965661048569,0.268690106382157,0.372535131691407
ENC,164,6000,5,3,LOC,ERP,2,0,stimuli/fractals/159a.jpg,0.246128982506995,-0.322348565408034,stimuli/fractals/159a.jpg,stimuli/fractals/159b.jpg,stimuli/fractals/159c.jpg,0.246128982506995,-0.322348565408034,0.0743483908996435,0.000477853945810651,0.186209228095651,0.140020050571561,-0.360976679383131,0.327854314704591
ENC,165,2000,5,3,LOC,LLP,1,1,stimuli/fractals/9c.jpg,0.29521241718947,-0.170680362140678,stimuli/fractals/9c.jpg,stimuli/fractals/9b.jpg,stimuli/fractals/9a.jpg,0.29521241718947,-0.170680362140678,0.281539829639985,0.416190074156753,0.0248995604480424,-0.036290783829092,-0.190360247852809,0.339566332710395
